부서,페이지,정보
감사담당관,1,감사담당관 | 감사담당관 | 감사담당관 업무 총괄 | 02-2116-2520
미래교육국,14,고령사회정책과 | 주무관 | 50플러스센터 운영 및 관리 어르신스포츠센터 운영 | 02-2116-7192
미래교육국,14,고령사회정책과 | 주무관 | 청춘카페 운영 및 관리 청춘극장 운영 및 관리 노원어르신행복대학 실버축구단 관련 업무 | 02-2116-7193
미래교육국,15,고령사회정책과 / 고령친화도시팀 | 고령친화도시팀장 | 고령친화도시팀 업무 총괄 | 02-2116-7161
미래교육국,15,고령사회정책과 / 고령일자리팀 | 고령일자리팀장 | 고령일자리팀 업무 총괄 | 02-2116-3759
미래교육국,15,고령사회정책과 / 중장년지원팀 | 중장년지원팀장 | 중장년지원팀 업무 총괄 | 02-2116-2912
미래교육과,1,미래교육과 | 과장 | 미래교육과 업무 총괄 | 02-2116-4030
미래교육과,1,"미래교육과 | 주무관 | - 노원교육플랫폼 - 노원 어린이 원어민 영어캠프, 원어민 화상학습 등 | 02-2116-3989"
미래교육과,1,미래교육과 | 주무관 | - 각급학교 교육경비 보조금 지원 총괄 - 고등학교 무상교육 지원 - 학교 체육시설 개방지원 사업 | 02-2116-3238
미래교육과,1,미래교육과 | 주무관 | • 동네배움터 지원사업 운영 및 교육공간 관리 • 마을배움터(주민공모형) 기획 및 운영 | 02-2116-0695
미래교육과,1,미래교육과 | 주무관 | ○ 과 서무에 관한 사항 ○ 예산·회계·물품·보안 및 차량·시설·장비관리 등 ○ 시간선택제·기간제근로자 채용 및 보수 등 관리 | 02-2116-4989
미래교육과,1,미래교육과 | 주무관 | - 수학문화관 총괄 - 미래교육지구사업 총괄 - 교육자원 연계 업무 | 02-2116-3243
미래교육과,1,미래교육과 | 주무관 | -교육경비(초등) - 친환경 학교급식 지원 - 학교급식 우수 식재료 공급업체 선정 및 관리 - 친환경 학교급식 교육·홍보사업 | 02-2116-3227
미래교육과,1,"미래교육과 | 주무관 | ㆍ노원평생교육원(음악,건강,교양·외국어), 구민정보화교육 프로그램 운영 ㆍ노원평생교육원 대관 | 02-2116-4002"
미래교육과,1,미래교육과 | 주무관 | - 노원수학문화관 총괄 | 02-2116-2170
미래교육과,1,"미래교육과 | 주무관 | 민방위, 마을커뮤니티공간(수락행복발전소, 수락숲이랑) 운영 지원, 작은도서관 관리 | 02-2116-2746"
미래교육과,2,"미래교육과 | 주무관 | - 수학문화관 운영팀 업무 총괄 - 민원, 각종 보고, 의회에 관한 사항 등 | 02-2116-2174"
미래교육과,2,미래교육과 | 주무관 | • 노원평생교육포털 홈페이지 전산관리 및 홍보 업무 • 경계선지능인 평생교육지원센터 운영 등 | 02-2116-3983
미래교육과,2,"미래교육과 | 주무관 | - 노원교육플랫폼 운영 관리 - 교육(진학, 진로)관련 상담 및 프로그램 운영 | 02-2116-4439"
미래교육과,2,미래교육과 | 주무관 | 보건행정팀 업무총괄 | 02-2116-4586
미래교육과,2,"미래교육과 | 주무관 | - AI코딩, 수학+음악=힐링 - LED전광판 영상 관리 - 공유재산 관련 등 | 02-2116-2185"
미래교육과,2,"미래교육과 | 주무관 | 주차관련민원, 상담민원 등 | 02-2116-4086"
미래교육과,2,"미래교육과 | 주무관 | - 학교단체 창의체험 - 해설사 운영, QR제작, 운영 등 | 02-2116-2182"
미래교육과,2,"미래교육과 | 주무관 | - 주말 창의체험 프로그램 운영 - 수학놀이터, 영화관 운영 등 | 02-2116-2180"
미래교육과,2,"미래교육과 | 주무관 | - 급여,회계,직원복무 - 운영위원회 운영, 수학문화관 근로자 노무 관리 등 | 02-2116-2171"
미래교육과,2,미래교육과 | 주무관 | - 노원수학문화관 시설 총괄 | 02-2116-2178
미래교육과,3,"미래교육과 | 주무관 | - 청소년수학동아리 운영 - 어울림시네마, 찾아가는 수학교실 - QR 제작 등 | 02-2116-2175"
미래교육과,3,"미래교육과 | 주무관 | - 안내데스크 관리, 이용 만족도 조사 - 수학도서관 등 | 02-2116-2179"
미래교육과,3,미래교육과 | 주무관 | - 노원미래교육지원센터 업무 및 사업 총괄 - 민관학 네트워크 구축 및 운영 총괄 | 02-2116-3229
미래교육과,3,미래교육과 | 주무관 | - 청소년 자치활동강화 사업 운영 - 심리정서지원사업 운영 - 학교분과 운영 관리 | 02-2116-3230
미래교육과,3,"미래교육과 | 주무관 | - 창의체험버스지원 운영 - 마을방과후활동 지원 운영 - 마을청소년분과 운영 관리 - 청소년동아리(마중물, 시작된변화) | 02-2116-3228"
미래교육과,3,"미래교육과 | 주무관 | - 학부모참여활동 지원 사업 운영 - 청소년 진로, 직업 교육 지원 - 학부모지원분과 운영 관리 | 02-2116-3242"
미래교육과,3,미래교육과 / 교육정책팀 | 교육정책팀장 | 교육정책팀 업무 총괄 | 02-2116-3990
미래교육과,3,미래교육과 / 학교지원팀 | 학교지원팀장 | 학교지원팀 업무 총괄 | 02-2116-0676
미래교육과,3,미래교육과 / 평생교육사업팀 | 평생교육사업팀장 | 평생교육사업팀 업무 총괄 | 02-2116-2642
미래교육과,3,미래교육과 / 평생교육운영팀 | 평생교육운영팀장 | 평생교육운영팀 업무 총괄 | 02-2116-4144
미래교육과,4,미래교육과 / 평생교육운영팀 | 주무관 | 중계글로벌교육원 운영 등 | 02-2116-4001
보육가족과,1,보육가족과 | 보육가족과장 | 보육가족과 업무 총괄 | 02-2116-3740
보육가족과,1,보육가족과 | 주무관 | ○ 노원구가족센터(건강가정 및 다문화) 위탁운영 및 관리 ○ 저출생 대응 종합계획 수립 ○ 다자녀가정 지원사업 총괄(다둥이행복카드 등) ○ 건강가정기본계획 수립 ○ 의회자료 및 주요업무계획 관리 | 02-2116-3721
보육가족과,1,"보육가족과 | 주무관 | ○인사, 예산(회계), 봉급 및 제수당 관리 ○기록물 운영관리, 주요업무계획, 회의자료, 충무계획 | 02-2116-3716"
보육가족과,1,보육가족과 | 주무관 | ○ 어린이집 지도점검 총괄 계획 수립 ○ 노원 안심어린이집 선정 및 관리(지급) 총괄 ○ 어린이집 회계관리시스템 관리 ○ 유보통합 ○ 어린이집 원장 및 보육교직원 연수 | 02-2116-3731
보육가족과,1,"보육가족과 | 주무관 | ○ 보육지원예산 총괄, 보육료 예탁 관리 ○ 민간·가정어린이집 인가 및 보조금 지원 ○ 보조(연장)교사 및 보육도우미 지원사업 ○ 민간·가정어린이집 기능보강 사업 ○ 서울시 신규사업, 구 자체사업 ○ 서울형 0세전담반시범사업 | 02-2116-3724"
보육가족과,1,보육가족과 | 주무관 | ○여성정책 계획 및 수립 ○양성평등정책 기본 계획 수립 및 시행 ○양성평등위원회 운영 ○양성평등기금운용 및 심의회 운영 ○성인지 및 양성평등교육 운영 ○성별영향평가 사업(성별평가위원회 운영 포함) ○양성평등주간 기념행사 ○여성단체장연합회 운영 지원(민간단체보조금 지원사업 포함) | 02-2116-3737
보육가족과,1,"보육가족과 | 주무관 | ○ 저소득 한부모가족 책정 및 제외(중지 및 변경) ○ 저소득 한부모가족 지원사업 ○ 한부모가족복지시설 관리 (운영지원, 생계급여, 시설관리 및 지도점검 등) ○ 청소년한부모 아동양육비 지원사업 | 02-2116-3715"
보육가족과,1,보육가족과 | 주무관 | ○ 어린이집 지도점검 ○ 노원안심어린이집 관리지원 ○ 보육교직원 보수교육 및 누리교육 ○ 서울형 모아어린이집 운영 ○ 보육인의 날 ○ 민간어린이집 연합회 | 02-2116-3713
보육가족과,1,"보육가족과 | 주무관 | ○가족친화인증 사업 ○성희롱·성폭력 고충상담원 업무 ○성폭력, 가정폭력 피해자, 강제동원 피해자 지원 ○성희롱 등 4대폭력예방교육 운영 ○폭력피해지원시설 운영 지원 ○불법촬영시민감시단 운영 ○지역사회보장협의체 여성분과 | 02-2116-3735"
보육가족과,1,보육가족과 | 주무관 | ○ 민간·가정·직장어린이집 인가 및 보조금 지원 ○ 직접채용 대체 및 서울형 전임교사 지원사업 ○ 보육교직원 경력·재직증명서 발급 ○ 어린이집 IOT기반 환경센서 지원사업 | 02-2116-3728
보육가족과,2,보육가족과 | 주무관 | ○ 부모급여 지급 및 대상자 결정·관리 ○ 가정양육수당 지급 및 대상자 결정·관리 ○ 청소년부모 아동양육비 지원사업 | 02-2116-3743
보육가족과,2,보육가족과 | 주무관 | ○ 민간·가정·직장어린이집 인가 및 보조금 지원 ○ 직접채용 대체 및 서울형 전임교사 지원사업 ○ 보육교직원 경력·재직증명서 발급 ○ 어린이집 IOT기반 환경센서 지원사업 | 02-2116-3728
보육가족과,2,"보육가족과 | 주무관 | -생명존중사업, 한부모가족 -자활 | 02-2116-2263"
보육가족과,2,"보육가족과 | 주무관 | ○ 아동수당, 첫만남이용권 지급 및 대상자 결정·관리 ○ 노원아이편한택시, 서울엄마아빠택시 사업 ○ 세자녀이상 가정 지원품(문화상품권) ○ 산후조리 경비 지원, 임산부 교통비 지원 ○ 1인 자영업자 등 임산부, 배우자 출산급여 지원 ○ 행복출산 원스톱서비스 | 02-2116-3722"
보육가족과,2,"보육가족과 | 주무관 | - 복지대상자 통합조사(하계1동, 중계본동, 중계4동, 상계2동, 상계3,4동, 상계5동) - 타부처 및 지자체 사업 신규 조사 (임대주택, 초중고교육비, 통장사업 등 기타 공적자료 조회) - 기타업무(장애연금, 차상위확인계층, 임대주택, 통장사업 등)책정 사업팀 통보 | 02-2116-4950"
보육가족과,2,"보육가족과 | 주무관 | ○ 아이돌봄사업 지원 및 운영관리 ○ 서울형 아이돌봄비 지원사업 ○ 서울형 가사서비스, 서울키즈 오케이존 지원사업 ○ 출산장려사업(아기 돌 기념사진 촬영지원, 아기신분증 발급) | 02-2116-3741"
보육가족과,2,"보육가족과 | 주무관 | • 사업예산 편성(도시계획국, 힐링도시국) • 市 예산 분석 및 자료 작성 • 재정공시·재정분석 • 예산의 성과계획서 관리 • 예비비 운영 • 예산배정계획 수립(수시·정기) | 02-2116-3164"
보육가족과,2,보육가족과 | 주무관 | ○ 국공립어린이집 확충 ○ 국공립어린이집 보조금 총괄 ○ 국공립어린이집 보조금 지원 및 지도점검 ○ 보육정책위원회 운영 및 관리 ○ 국공립어린이집 기능보강 ○ 어린이날 축제 지원 ○ 국공립어린이집 연합회 관리 | 02-2116-3733
보육가족과,2,보육가족과 | 주무관 | ○ 육아종합지원센터 및 공동육아방 운영 ○ 국공립어린이집 지도점검 총괄 ○ 국공립 전환형 어린이집 보조금 지원 및 지도점검 ○ 서울형 키즈카페 확충 및 운영 ○ 유아차소독기 설치 및 관리 ○ 공공근로 운영 및 관리 | 02-2116-3719
보육가족과,2,보육가족과 / 보육행정팀 | 보육행정팀장 | 보육행정팀 업무 총괄 | 02-2116-3171
보육가족과,3,보육가족과 / 보육지원팀 | 보육지원팀장 | 보육지원팀 업무 총괄 | 02-2116-3729
보육가족과,3,보육가족과 / 양성평등팀 | 양성평등팀장 | 양성평등팀 업무 총괄 | 02-2116-3739
보육가족과,3,보육가족과 / 출생지원팀 | 출생지원팀장 | 출생지원팀 업무 총괄 | 02-2116-3723
아동청소년과,1,아동청소년과 | 주무관 | ◦ 아동학대전담공무원 및 업무 총괄(신고접수·현장조사·응급조치 등) ◦ 아동학대예방협의체 운영(아동학대 정보연계 협의체 운영) | 02-2116-4436
아동청소년과,1,아동청소년과 | 아동청소년과장 | 아동청소년과 업무 총괄 | 02-2116-0572
아동청소년과,1,아동청소년과 | 주무관 | ◦서 무 | 02-2116-0575
아동청소년과,1,아동청소년과 | 주무관 | ◦ 청소년안전망사업 전담 ◦ 청소년안전망 통합지원센터 운영 ◦ 노원구청소년상담복지센터 운영 지원 ◦ 청소년안전망 중장기운영계획 수립 ◦ 청소년정책협의회 청소년안전망분과 운영 ◦ 청소년복지 심의위원회 및 실무위원회 운영 ◦ 청소년안전망 긴급대응체계 운영 등 | 02-2116-0581
아동청소년과,1,아동청소년과 | 주무관 | ◦ 아동학대전담공무원 및 업무 총괄(신고접수·현장조사·응급조치 등) ◦ 서울형 아동학대 판단회의 운영 | 02-2116-4479
아동청소년과,1,"아동청소년과 | 주무관 | ◦ 온종일 돌봄 생태계 운영 총괄 지원 ◦ 아이휴센터 운영 및 관리 - 아이휴센터 신규 조성 및 매입,전세계약 - 아이휴센터 시설보강 등 ◦노원구 온종일돌봄사업단 지원 | 02-2116-0583"
아동청소년과,1,아동청소년과 | 주무관 | ◦ 아동학대전담공무원 및 업무 총괄(신고접수·현장조사·응급조치 등) ◦ 자원봉사자 구성 및 관리(전문자원봉사자 모집 및 운영) ◦ 아동학대예방 캠페인 및 홍보(홈페이지 총괄) | 02-2116-4426
아동청소년과,1,"아동청소년과 | 주무관 | ◦ 지역사회서비스투자사업 업무(예산 총괄) ◦ 지역사회서비스투자사업 평가 및 점검 ◦ 지역사회서비스투자사업 제공기관 등록, 관리 및 점검 ◦ 지역사회서비스투자사업 대상자 관리(재판정 등) ◦ 여성청소년 보건위생용품 지원 사업 | 02-2116-4407"
아동청소년과,1,아동청소년과 | 주무관 | ◦ 청소년정책에 관한 기본계획 수립 및 추진 ◦ 청소년정책협의회 청소년문화참여정책분과 운영 ◦ 상상이룸센터 운영지원(청소년기자단 포함) ◦ 상계청소년문화의집 운영지원 ◦ 노해근린공원 청소년아지트 조성 ◦ 중계문화보건센터 청소년문화시설 조성 ◦ 상계3.4동 청소년문화시설 건립(청소년시설 확충) ◦ 노원형 아동·청소년친화도시 협력 ◦ 시립노원청소년센터 지원 | 02-2116-0577
아동청소년과,1,아동청소년과 | 주무관 | ◦ 아이휴센터 운영 및 관리 총괄 ◦ 아이휴센터 운영점검 및 안전점검 ◦ 거점형 키움센터 운영지원 및 관리 | 02-2116-0588
아동청소년과,2,아동청소년과 | 주무관 | ◦ 아이휴센터 운영 및 관리 총괄 ◦ 아이휴센터 운영점검 및 안전점검 ◦ 거점형 키움센터 운영지원 및 관리 | 02-2116-0588
