No,대분류(국/과),팀명,직위/이름,담당업무,전화번호,기타
600,주민복지국,복지정책과,통합사례관리사,"-통합사례관리 실무수행 및 주민센터 중간조정, 동복지협의회 참여(상1,상9,공2) -동 통합사례관리 모니터링 및 지원 -129 이관콜 업무 수행",02-2116-3658
601,주민복지국,복지정책과,통합사례관리사,"-통합사례관리 실무수행 및 주민센터 중간조정, 동복지협의회 참여(상10) -동 통합사례관리 모니터링 및 지원 -129 이관콜 업무 수행",02-2116-3661
602,주민복지국,복지정책과 / 복지기획팀,복지기획팀장,복지기획팀 업무 총괄,02-2116-3650
603,주민복지국,복지정책과 / 복지기획팀,주무관,국서무,02-2116-3649
604,주민복지국,복지정책과 / 복지기획팀,주무관,과 서무,02-2116-3643
605,주민복지국,복지정책과 / 복지기획팀,주무관,-통합돌봄 TF -자살예방 TF -노원구 복지정책 현안 업무 추진,02-2116-3645
606,주민복지국,복지정책과 / 복지기획팀,주무관,- 동복지협의회 - 구지역사회보장협의체 - 노원교육복지재단 등,02-2116-3294
607,주민복지국,복지정책과 / 복지기획팀,주무관,"- 보훈회관 및 단체, 보훈수당, 보훈탑 건립 등",02-2116-3652
608,주민복지국,복지정책과 / 복지기획팀,주무관,- 교육복지재단 파견,02-2116-4277
609,주민복지국,복지정책과 / 복지기획팀,민간간사,- 지역사회보장협의체 운영,02-2116-3642
610,주민복지국,복지정책과 / 복지자원팀,복지자원팀장,복지자원팀 업무 총괄,02-2116-3656
611,주민복지국,복지정책과 / 복지자원팀,주무관,"- 복지자원발굴 및 배분 총괄 - 희망온돌 따뜻한 겨울나기사업 운영 및 지원 - 성금·품 자원연계, 협약 및 전달식",02-2116-3679
612,주민복지국,복지정책과 / 복지자원팀,주무관,"- 노원구자원봉사센터 운영 - 복지자원 조사 및 관리, 시스템 운영 (노원복지샘, 행복이음, 생활복지통합시스템) - 노원드림 희망스터디 사업",02-2116-3628
613,주민복지국,복지정책과 / 복지자원팀,주무관,"- 사회복지시설 사회복무요원 관리 - 푸드뱅크마켓센터 운영관리 - 서울시 희망두배 꿈나래 통장, 청년 통장사업",02-2116-3653
614,주민복지국,복지정책과 / 주거복지팀,주거복지팀장,주거복지팀 업무 총괄,02-2116-3665
615,주민복지국,복지정책과 / 주거복지팀,주무관,"- 주거급여 책정·제외 및 중지 ·변경 총괄 - 주거급여 지급, 이의신청 - 서울형 주택바우처 - 청년월세 한시 특별지원",02-2116-3671
616,주민복지국,복지정책과 / 주거복지팀,주무관,"- 어르신-대학생 주거공유사업(한지붕 세대공감) - 영구 ·매입 ·전세임대 정기접수 입주자 선정 관련 - 기존주택 전세임대 수시접수, 긴급주거지원 - 주거취약 주거상향지원사업",02-2116-3663
617,주민복지국,복지정책과 / 주거복지팀,주무관,- 노원구 소규모 집수리 사업 - 저소득층 에너지효율개선사업 - 서울형 임차보증금 지원사업 - 우리집 에너지컨설팅,02-2116-3664
618,주민복지국,생활복지과,생활복지과장,생활복지과 업무 총괄,02-2116-3710
619,주민복지국,생활복지과,통합조사관리1팀장,통합조사관리1팀 업무 총괄,02-2116-2301
620,주민복지국,생활복지과,주무관,"기초연금, 의료급여 주거복지, 주거급여",02-2116-2545
621,주민복지국,생활복지과,자활지원팀장,자활지원팀 업무 총괄,02-2116-7191
622,주민복지국,생활복지과,주무관,"어르신복지, 이웃돕기, 복지자원 DB관리",02-2116-2487
623,주민복지국,생활복지과,주무관,"- 복지상담센터(총괄) - 국가형 및 서울형 긴급지원(공릉동, 하계동)",02-2116-3654
624,주민복지국,생활복지과,주무관,"어르신복지, 경로당,정부양곡",02-2116-2314
625,주민복지국,생활복지과,주무관,0 어르신복지 0 주거복지 0 통장사업,02-2116-2162
626,주민복지국,생활복지과,주무관,"돌봄SOS, 감면자봉투",02-2116-2234
627,주민복지국,생활복지과,주무관,"장애인복지, 보육·아동·청소년, 디딤씨앗통장, 청소년증 등",02-2116-2964
628,주민복지국,생활복지과,주무관,"자동차 신규, 부활등록, 이사화물 등록 자동차 저당설정 및 해제 자동차번호판 신청 임시운행 허가등록 및 임시번호판 관리 자동차 저공해증명 발급",02-2116-4071
629,주민복지국,생활복지과 / 자활지원팀,주무관,서무,02-2116-3708
630,주민복지국,생활복지과 / 자활지원팀,주무관,"󰋻자활근로사업 예산 관리 󰋻지역자활센터 운영 총괄 - 지역자활센터(노원,남부,북부) 운영 지원 관리 - 민간위탁자활근로사업단 및 자활기업 관리 - 지역자활센터 지도점검 및 시설안전점검",02-2116-3705
631,주민복지국,생활복지과 / 자활지원팀,주무관,"자산형성지원사업, 가사간병방문지원사업, 노숙인,조건제시유예",02-2116-3615
632,주민복지국,생활복지과 / 자활지원팀,주무관,"󰋻민간위탁사업(행복나눔목욕탕,빨래방) 관리 󰋻자활기금 운영·관리(자활센터, 자활사업단, 자활기업) 󰋻조건제시, 조건부과유예자 관리 총괄",02-2116-3707
633,주민복지국,생활복지과 / 자활지원팀,주무관,"- 직접시행 자활근로사업 운영 지원 관리 총괄 - 자활근로 참여자관리 - 조건부수급자 이행여부 관리(불이행자) - 근로유지형 참여자 급여 지금 - 자립상담관 관리(급여지급 등) - 신규책정, 근로능력평가 및 직권책정 대상자 관리 및 담당자 배분",02-2116-3681
634,주민복지국,생활복지과 / 자활지원팀,주무관,"- 직접시행 자활근로사업 참여자 급여 지급 - 자활근로사업 참여자 4대보험 관리 - 차상위 자활대상자 책정, 관리",02-2116-4947
635,주민복지국,생활복지과 / 자활지원팀,주무관,- 조건부 수급자 연령 도래자 관리 - 조건 미부과자 조건 이행 여부 관리,02-2116-3712
636,주민복지국,생활복지과 / 생활보장팀,생활보장팀장,생활보장팀 업무 총괄,02-2116-3704
637,주민복지국,생활복지과 / 생활보장팀,주무관,보장비용 징수 및 관리 의료급여수급자 요양비지원,02-2116-3616
638,주민복지국,생활복지과 / 생활보장팀,주무관,"기초생계,장제,해산급여",02-2116-3699
639,주민복지국,생활복지과 / 생활보장팀,주무관,"의료급여 책정ㆍ제외ㆍ자격관리(타법의료급여 포함) 서울형 기초보장제도 책정ㆍ중지ㆍ급여지원(생계,해산,장제) 재가 의료급여사업 서울시 디딤돌소득 사후관리 입양아동 및 입양대상아동 의료급여 관리 및 진료비 정산 임신·출산 진료비 지원 본인부담보상금ㆍ상한제(1,2종), 과오납 환급",02-2116-3700
640,주민복지국,생활복지과 / 생활보장팀,주무관,- 장애인 보조기기 지원 - 양곡 - 저소득주민 건보료지원,02-2116-4952
641,주민복지국,생활복지과 / 생활보장팀,주무관,의료급여기금특별회계 의료급여사 관리 등,02-2116-3106
642,주민복지국,생활복지과 / 생활보장팀,의료급여관리사,"- 의료급여 사례관리 연간 계획,사례관리 총괄 - 의료급여일사 연장승인업무 총괄 - 상해요인 조사 및 결정(100만원 이상) - 부당의료급여 관련 급여제한여부 결정 - 공릉1동, 상계3,4동, 상계6,7동 (의료급여 연장승인, 의료급여 사례관리, 중복투약자관리,노인틀니 및 임플란트 업무)",02-2116-3697
643,주민복지국,생활복지과 / 생활보장팀,의료급여관리사,"- 의료급여 신규수급자 사례관리 총괄 - 월계2동, 월계3동, 중계1동 (의료급여 연장승인, 의료급여 사례관리, 중복투약자 관리,노인틀니 및 임플란트 업무)",02-2116-3695
644,주민복지국,생활복지과 / 생활보장팀,의료급여관리사,"- 의료급여 장기입원자 사례관리 총괄 - 중복청구진료비 조사 및 결정 - 하계1동, 하계2동,상계5동 (의료급여 연장승인, 의료급여 사례관리, 중복투약자 관리,노인틀니 및 임플란트 업무) - 재가의료급여 총괄",02-2116-3698
645,주민복지국,생활복지과 / 생활보장팀,의료급여관리사,"- 중계2,3동 공릉2동 (의료급여 연장승인, 의료급여 사례관리, 재가의료급여 산정특례,노인틀니 및 임플란트 업무) - 상해요인 (100만원 미만)",02-2116-3696
646,주민복지국,생활복지과 / 생활보장팀,의료급여관리사,"상계1동, 상계8동, 상계10동 -의료급여승인, 의료급여사례관리, 산정특례, 노인틀니 및 임플란트, 재가의료급여업무",02-2116-3678
647,주민복지국,생활복지과 / 생활보장팀,의료급여관리사,"월계1동 상계2동 상계9동 : 의료급여연장승인, 의료급여사례관리, 산정특례, 노인틀니 및 임플란트, 재가의료급여",02-2116-0787
648,주민복지국,생활복지과 / 생활보장팀,의료급여관리사,"중계본동, 중계4동 -의료급여연장승인, 의료급여사례관리, 산정특례, 노인틀니 및 임플란트, 재가의료급여업무",02-2116-3102
649,주민복지국,생활복지과 / 통합조사관리1팀,주무관,"- 복지대상자 통합관리(공릉1동 공릉1단지 105~207동 및 27~52통, 상계9동 12단지) - 복지급여 생성 및 지급(공릉1동 기초연금, 공릉1동, 상계9동 장애인,한부모) - 자격변동(소득, 재산, 인적정비 등) 조사 - 복지대상자 부적정수급자 조사 관리 - 기초연금 중지(변경) 사업팀 통보",02-2116-3688
650,주민복지국,생활복지과 / 통합조사관리1팀,주무관,통합조사(공릉1동),02-2116-3690
651,주민복지국,생활복지과 / 통합조사관리1팀,주무관,"o 통합조사(하계2동,상계9동)",02-2116-3669
652,주민복지국,생활복지과 / 통합조사관리1팀,주무관,"- 복지대상자 통합관리 (월계2동 주공101동~104동, 주공2단지, 청백 101~102동, 107동~108동, 초안산 2길, 월계로 53길, 덕릉로, 우이천로, 상계9동 14단지) - 복지급여 생성 및 지급 (월계2동 기초연금, 장애인, 한부모, 상계9동 기초연금) - 복지대상자 자격변동 (소득, 재산 인적정비 등) 및 부적정수급자 조사관리 - 통합복지관련 일반업무 및 보장비용 관련 업무 - 근로능력판정 총괄",02-2116-3691
653,주민복지국,생활복지과 / 통합조사관리1팀,주무관,"공릉1동, 상계9동 관리업무",02-2116-3692
654,주민복지국,생활복지과 / 통합조사관리1팀,주무관,"- 복지대상자 통합조사 (월계2동, 공릉1동, 공릉2동, 하계2동, 중계1동, 상계6.7동, 상계9동) - 기타업무 (차상위계층확인,임대주택,통장사업 등) 책정 사업팀 통보",02-2116-3693
655,주민복지국,생활복지과 / 통합조사관리1팀,주무관,"-복지대상자 통합조사(월계2동,공릉1동,공릉2동,중계1동,상계6.7동,상계9동,하계2동), 1팀 기초연금 -타부처 및 지자체 사업 신규조사(임대주택, 초중고교육비. 통장사업 등 기타 공적자료 조회) -기초연금 신규 책정 사업팀 통보",02-2116-3685
656,주민복지국,생활복지과 / 통합조사관리1팀,주무관,"- 복지대상자 통합조사(상계6,7동) - 타부처 및 지자체 사업 신규조사 (임대주택, 초중고교육비, 통장사업 등 기타 공적자료 조회) - 복지대상자 신규 책정 사업팀 통보 - 조사 관련 업무 총괄",02-2116-3682
657,주민복지국,생활복지과 / 통합조사관리1팀,주무관,통합조사관리 업무,02-2116-3686
658,주민복지국,생활복지과 / 통합조사관리1팀,주무관,통합조사업무(월계2동),02-2116-3689
659,주민복지국,생활복지과 / 통합조사관리2팀,통합조사관리2팀장,통합조사관리2팀 업무 총괄,02-2116-3113
660,주민복지국,생활복지과 / 통합조사관리2팀,주무관,"- 복지대상자 통합관리(월계3동) - 복지급여 지급 (월계3동) - 자격변동(소득, 재산, 인적정비 등) 조사 - 복지대상자 부적정수급자 조사 관리 - 기초연금 소요액 보고 및 중지",02-2116-3108
661,주민복지국,생활복지과 / 통합조사관리2팀,주무관,"-복지대상자 통합조사(중계2.3동,기초연금) -타부서 및 지자체 사업 신규조사 (임대주택,보건소,초중고교육비 등 기타 공적자료 조회) -복지대상자 신규책정 사업팀 통보 -조사관련 업무총괄",02-2116-3103
662,주민복지국,생활복지과 / 통합조사관리2팀,주무관,"- 복지대상자 통합관리 및 급여지급(상계8동 전체, 중계2,3동 지정지역외 전부) - 자격변동(소득, 재산, 인적정비 등) 조사 - 복지대상자 부적정수급자 조사 관리",02-2116-3101
663,주민복지국,생활복지과 / 통합조사관리2팀,주무관,,02-2116-3104
664,주민복지국,생활복지과 / 통합조사관리2팀,주무관,"- 복지대상자 통합조사 (상계1동) - 타부서 및 지자체 사업 신규 조사 (임대주택, 보건소, 초중고교육비 등 기타 공적자료 조회) - 기타 업무 (임대주택) 책정 사업팀 통보",02-2116-3112
665,주민복지국,생활복지과 / 통합조사관리2팀,주무관,"-복지대상자 통합조사(월계1동) -타부서 및 지자체 사업 신규 조사 (임대주택, 보건소, 초중고교육비 등 기타 공적자료 조회) -기타업무(임대주택) 책정 사업팀 통보",02-2116-3680
666,주민복지국,생활복지과 / 통합조사관리2팀,주무관,"- 복지대상자 통합조사 (중계2.3동, 기초연금) - 타부처 및 지자체 사업 신규조사 (임대주택, 보건소, 초중고교육비등 기타 공적자료 조회) - 기초연금 신규책정 사업팀 통보 - 기초연금 총괄",02-2116-3104
667,주민복지국,생활복지과 / 통합조사관리2팀,주무관,"- 복지대상자 통합관리 및 급여지급(상계10동 전체, 중계2,3동 목화,무지개,브라운스톤) - 자격변동(소득, 재산, 인적정비 등) 조사 - 복지대상자 부적정수급자 조사 관리",02-2116-3111
